1	0.276753
1	0.161825
2	0.099879
3	0.060966
4	0.037564
5	0.023133
6	0.014275
7	0.008812
8	0.005442
9	0.003362
10	0.002077
11	0.001284
12	0.000793
13	0.000490
14	0.000303
15	0.000187
16	0.000116
17	0.000071
18	0.000044
19	0.000027
20	0.000017
21	0.000010
22	0.000006
23	0.000004
24	0.000002
25	0.000001
26	0.000001
27	0.000000
28	0.000000
29	0.000000
30	0.000000
